barrier_sequence,sequence_length,barrier_changes,reward_path_lengths,choice_points
"[frozenset({np.int64(39), np.int64(10), np.int64(11), np.int64(42), np.int64(18), np.int64(19), np.int64(24), np.int64(27), np.int64(30)}), frozenset({39, 10, 11, 42, 18, 19, 21, 27, 30}), frozenset({39, 10, 11, 42, 45, 19, 21, 27, 30})]",3,"[[np.int64(24), 21], [18, 45]]","[[17, 23, 17], [21, 15, 17], [19, 15, 21]]","[{31}, {29}, {16}]"
"[frozenset({np.int64(36), np.int64(40), np.int64(8), np.int64(9), np.int64(45), np.int64(20), np.int64(21), np.int64(27), np.int64(28)}), frozenset({8, 9, 40, 45, 20, 21, 27, 28, 31}), frozenset({35, 40, 9, 8, 45, 20, 27, 28, 31})]",3,"[[np.int64(36), 31], [21, 35]]","[[17, 17, 23], [21, 17, 15], [17, 17, 23]]","[{13}, {29}, {13}]"
"[frozenset({np.int64(7), np.int64(10), np.int64(42), np.int64(44), np.int64(20), np.int64(22), np.int64(24), np.int64(28), np.int64(30)}), frozenset({35, 7, 10, 42, 44, 20, 22, 28, 30}), frozenset({7, 10, 42, 44, 20, 22, 26, 28, 30})]",3,"[[np.int64(24), 35], [35, 26]]","[[15, 21, 17], [15, 19, 21], [25, 19, 17]]","[{31}, {17}, {29}]"
"[frozenset({np.int64(39), np.int64(42), np.int64(13), np.int64(15), np.int64(17), np.int64(19), np.int64(22), np.int64(25), np.int64(30)}), frozenset({39, 9, 42, 13, 15, 19, 22, 25, 30}), frozenset({39, 9, 42, 13, 15, 19, 22, 26, 30})]",3,"[[np.int64(17), 9], [25, 26]]","[[21, 15, 17], [15, 21, 17], [23, 17, 17]]","[{29}, {31}, {29}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(41), np.int64(10), np.int64(14), np.int64(19), np.int64(23), np.int64(25), np.int64(30)}), frozenset({34, 37, 41, 10, 14, 19, 20, 23, 25}), frozenset({34, 37, 41, 10, 13, 14, 19, 23, 25})]",3,"[[np.int64(30), 20], [20, 13]]","[[17, 17, 21], [17, 21, 17], [21, 17, 17]]","[{16}, {26}, {35}]"
"[frozenset({np.int64(9), np.int64(10), np.int64(42), np.int64(44), np.int64(15), np.int64(22), np.int64(25), np.int64(29), np.int64(30)}), frozenset({8, 10, 42, 44, 15, 22, 25, 29, 30}), frozenset({8, 42, 10, 44, 15, 22, 24, 25, 30})]",3,"[[np.int64(9), 8], [29, 24]]","[[15, 17, 19], [17, 15, 19], [17, 23, 17]]","[{17}, {16}, {31}]"
"[frozenset({np.int64(39), np.int64(42), np.int64(12), np.int64(13), np.int64(15), np.int64(19), np.int64(22), np.int64(26), np.int64(30)}), frozenset({39, 42, 12, 13, 15, 19, 22, 25, 30}), frozenset({39, 42, 13, 15, 17, 19, 22, 25, 30}), frozenset({39, 42, 13, 15, 17, 19, 22, 24, 30})]",4,"[[np.int64(26), 25], [12, 17], [25, 24]]","[[23, 17, 17], [15, 21, 17], [21, 15, 17], [17, 23, 17]]","[{29}, {31}, {29}, {31}]"
"[frozenset({np.int64(7), np.int64(40), np.int64(45), np.int64(14), np.int64(20), np.int64(25), np.int64(28), np.int64(30), np.int64(31)}), frozenset({32, 7, 40, 45, 14, 20, 25, 28, 31}), frozenset({32, 35, 7, 40, 45, 14, 20, 28, 31})]",3,"[[np.int64(30), 32], [25, 35]]","[[15, 17, 21], [21, 17, 15], [17, 17, 23]]","[{13}, {29}, {13}]"
"[frozenset({np.int64(9), np.int64(10), np.int64(42), np.int64(44), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(30)}), frozenset({35, 9, 10, 42, 44, 20, 22, 23, 30}), frozenset({9, 42, 10, 44, 20, 22, 23, 26, 30})]",3,"[[np.int64(24), 35], [35, 26]]","[[15, 21, 17], [15, 19, 21], [25, 19, 17]]","[{31}, {17}, {29}]"
"[frozenset({np.int64(39), np.int64(9), np.int64(42), np.int64(10), np.int64(19), np.int64(21), np.int64(22), np.int64(25), np.int64(30)}), frozenset({35, 39, 9, 10, 42, 19, 22, 25, 30}), frozenset({35, 39, 8, 10, 42, 19, 22, 25, 30}), frozenset({39, 8, 42, 10, 19, 20, 22, 25, 30}), frozenset({39, 8, 10, 42, 13, 19, 22, 25, 30}), frozenset({39, 9, 10, 42, 13, 19, 22, 25, 30})]",6,"[[np.int64(21), 35], [9, 8], [35, 20], [20, 13], [8, 9]]","[[23, 17, 17], [15, 17, 19], [17, 15, 19], [17, 23, 17], [21, 15, 17], [15, 21, 17]]","[{29}, {17}, {16}, {31}, {29}, {31}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(40), np.int64(13), np.int64(45), np.int64(15), np.int64(20), np.int64(22), np.int64(25)}), frozenset({34, 37, 40, 11, 13, 45, 15, 22, 25}), frozenset({34, 37, 11, 13, 45, 15, 22, 25, 28}), frozenset({34, 37, 13, 45, 15, 22, 25, 28, 29})]",4,"[[np.int64(20), 11], [40, 28], [11, 29]]","[[17, 21, 17], [19, 15, 17], [19, 17, 15], [17, 19, 15]]","[{36}, {24}, {35}, {36}]"
"[frozenset({np.int64(39), np.int64(42), np.int64(11), np.int64(44), np.int64(13), np.int64(19), np.int64(24), np.int64(27), np.int64(30)}), frozenset({39, 42, 11, 44, 13, 19, 21, 27, 30}), frozenset({39, 42, 11, 44, 16, 19, 21, 27, 30}), frozenset({39, 42, 11, 44, 16, 19, 26, 27, 30})]",4,"[[np.int64(24), 21], [13, 16], [21, 26]]","[[17, 23, 17], [21, 15, 17], [17, 23, 17], [23, 17, 17]]","[{31}, {29}, {31}, {29}]"
"[frozenset({np.int64(8), np.int64(9), np.int64(40), np.int64(11), np.int64(20), np.int64(21), np.int64(27), np.int64(28), np.int64(31)}), frozenset({36, 40, 9, 8, 11, 20, 21, 27, 28}), frozenset({36, 8, 9, 40, 11, 17, 20, 27, 28})]",3,"[[np.int64(31), 36], [21, 17]]","[[21, 17, 15], [17, 17, 23], [23, 17, 17]]","[{29}, {13}, {29}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(11), np.int64(15), np.int64(20), np.int64(25), np.int64(27), np.int64(28)}), frozenset({37, 7, 40, 11, 20, 25, 27, 28, 30}), frozenset({37, 7, 40, 11, 20, 25, 26, 27, 28})]",3,"[[np.int64(15), 30], [30, 26]]","[[17, 19, 15], [17, 17, 23], [21, 17, 15]]","[{36}, {13}, {29}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(13), np.int64(15), np.int64(22), np.int64(25), np.int64(31)}), frozenset({34, 37, 40, 9, 10, 13, 15, 22, 25}), frozenset({34, 37, 40, 9, 10, 15, 22, 25, 29}), frozenset({34, 37, 40, 9, 10, 15, 22, 25, 26})]",4,"[[np.int64(31), 9], [13, 29], [29, 26]]","[[19, 15, 17], [17, 21, 17], [17, 17, 21], [21, 17, 17]]","[{24}, {36}, {17}, {24}]"
"[frozenset({np.int64(34), np.int64(36), np.int64(37), np.int64(10), np.int64(45), np.int64(14), np.int64(15), np.int64(19), np.int64(25)}), frozenset({34, 37, 10, 45, 14, 15, 19, 25, 26}), frozenset({34, 37, 39, 10, 45, 14, 15, 25, 26}), frozenset({34, 36, 37, 39, 10, 45, 14, 15, 25})]",4,"[[np.int64(36), 26], [19, 39], [26, 36]]","[[17, 17, 21], [19, 17, 15], [19, 15, 17], [17, 15, 19]]","[{16}, {35}, {24}, {16}]"
"[frozenset({np.int64(39), np.int64(10), np.int64(11), np.int64(42), np.int64(45), np.int64(19), np.int64(21), np.int64(27), np.int64(30)}), frozenset({39, 10, 11, 42, 19, 21, 24, 27, 30}), frozenset({39, 10, 11, 42, 17, 19, 21, 27, 30}), frozenset({39, 10, 11, 42, 17, 19, 24, 27, 30})]",4,"[[np.int64(45), 24], [24, 17], [21, 24]]","[[19, 15, 21], [19, 25, 17], [21, 15, 17], [17, 23, 17]]","[{16}, {31}, {29}, {31}]"
"[frozenset({np.int64(9), np.int64(42), np.int64(44), np.int64(13), np.int64(18), np.int64(20), np.int64(23), np.int64(27), np.int64(30)}), frozenset({9, 42, 44, 17, 18, 20, 23, 27, 30}), frozenset({9, 42, 44, 17, 18, 23, 24, 27, 30})]",3,"[[np.int64(13), 17], [20, 24]]","[[15, 21, 17], [23, 17, 17], [17, 23, 17]]","[{31}, {29}, {31}]"
"[frozenset({np.int64(34), np.int64(7), np.int64(45), np.int64(14), np.int64(20), np.int64(21), np.int64(23), np.int64(25), np.int64(31)}), frozenset({34, 36, 7, 45, 14, 20, 23, 25, 31}), frozenset({34, 36, 7, 45, 14, 17, 20, 23, 31})]",3,"[[np.int64(21), 36], [25, 17]]","[[21, 19, 15], [15, 19, 23], [23, 19, 17]]","[{35}, {13}, {35}]"
"[frozenset({np.int64(32), np.int64(39), np.int64(8), np.int64(11), np.int64(46), np.int64(19), np.int64(21), np.int64(24), np.int64(30)}), frozenset({32, 39, 8, 11, 13, 46, 19, 21, 30}), frozenset({32, 39, 8, 11, 13, 46, 19, 24, 30})]",3,"[[np.int64(24), 13], [21, 24]]","[[17, 23, 17], [21, 15, 17], [17, 23, 17]]","[{31}, {29}, {31}]"
"[frozenset({np.int64(32), np.int64(36), np.int64(8), np.int64(41), np.int64(12), np.int64(15), np.int64(21), np.int64(23), np.int64(29)}), frozenset({32, 8, 41, 12, 15, 21, 23, 25, 29}), frozenset({32, 39, 8, 41, 12, 15, 21, 25, 29}), frozenset({32, 39, 8, 41, 12, 15, 16, 21, 29})]",4,"[[np.int64(36), 25], [23, 39], [25, 16]]","[[17, 17, 23], [17, 21, 15], [17, 15, 21], [17, 23, 17]]","[{13}, {31}, {13}, {31}]"
"[frozenset({np.int64(35), np.int64(7), np.int64(40), np.int64(45), np.int64(14), np.int64(20), np.int64(27), np.int64(28), np.int64(31)}), frozenset({7, 40, 45, 14, 20, 25, 27, 28, 31}), frozenset({7, 40, 41, 45, 14, 20, 25, 28, 31}), frozenset({7, 40, 41, 45, 14, 17, 20, 28, 31})]",4,"[[np.int64(35), 25], [27, 41], [25, 17]]","[[17, 17, 23], [21, 17, 15], [15, 17, 21], [23, 17, 17]]","[{13}, {29}, {13}, {29}]"
"[frozenset({np.int64(32), np.int64(35), np.int64(37), np.int64(7), np.int64(40), np.int64(11), np.int64(20), np.int64(25), np.int64(28)}), frozenset({32, 37, 7, 40, 11, 16, 20, 25, 28}), frozenset({32, 37, 7, 40, 11, 20, 25, 26, 28})]",3,"[[np.int64(35), 16], [16, 26]]","[[17, 17, 23], [17, 19, 15], [21, 17, 15]]","[{13}, {36}, {29}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(45), np.int64(14), np.int64(15), np.int64(25), np.int64(26)}), frozenset({34, 37, 10, 45, 14, 15, 19, 25, 26}), frozenset({34, 36, 37, 10, 45, 14, 15, 19, 25})]",3,"[[np.int64(40), 19], [26, 36]]","[[19, 15, 17], [19, 17, 15], [17, 17, 21]]","[{24}, {35}, {16}]"
"[frozenset({np.int64(37), np.int64(39), np.int64(11), np.int64(13), np.int64(46), np.int64(18), np.int64(19), np.int64(24), np.int64(30)}), frozenset({37, 39, 11, 13, 46, 18, 19, 25, 30}), frozenset({37, 39, 7, 13, 46, 18, 19, 25, 30})]",3,"[[np.int64(24), 25], [11, 7]]","[[17, 23, 19], [23, 15, 19], [15, 21, 19]]","[{26}, {29}, {26}]"
"[frozenset({np.int64(34), np.int64(36), np.int64(37), np.int64(7), np.int64(40), np.int64(10), np.int64(15), np.int64(18), np.int64(25)}), frozenset({34, 36, 37, 8, 40, 10, 15, 18, 25}), frozenset({34, 37, 40, 8, 10, 13, 15, 18, 25})]",3,"[[np.int64(7), 8], [36, 13]]","[[15, 17, 19], [17, 15, 19], [19, 15, 17]]","[{17}, {16}, {24}]"
"[frozenset({np.int64(32), np.int64(35), np.int64(8), np.int64(9), np.int64(41), np.int64(12), np.int64(16), np.int64(21), np.int64(29)}), frozenset({32, 35, 8, 9, 41, 12, 21, 25, 29}), frozenset({32, 8, 9, 41, 12, 21, 25, 28, 29}), frozenset({32, 36, 8, 9, 41, 12, 21, 28, 29})]",4,"[[np.int64(16), 25], [35, 28], [25, 36]]","[[17, 23, 17], [17, 15, 21], [17, 21, 15], [17, 17, 23]]","[{31}, {13}, {31}, {13}]"
"[frozenset({np.int64(35), np.int64(37), np.int64(7), np.int64(41), np.int64(45), np.int64(14), np.int64(20), np.int64(25), np.int64(28)}), frozenset({37, 7, 41, 45, 14, 20, 25, 28, 29}), frozenset({32, 37, 7, 45, 14, 20, 25, 28, 29}), frozenset({32, 35, 37, 7, 45, 14, 20, 25, 28})]",4,"[[np.int64(35), 29], [41, 32], [29, 35]]","[[15, 17, 21], [15, 19, 17], [17, 19, 15], [17, 17, 23]]","[{13}, {26}, {36}, {13}]"
"[frozenset({np.int64(36), np.int64(39), np.int64(8), np.int64(12), np.int64(44), np.int64(46), np.int64(21), np.int64(24), np.int64(27)}), frozenset({39, 8, 44, 12, 46, 21, 24, 27, 30}), frozenset({39, 8, 44, 12, 46, 21, 27, 29, 30}), frozenset({39, 8, 44, 12, 46, 16, 21, 27, 29})]",4,"[[np.int64(36), 30], [24, 29], [30, 16]]","[[17, 17, 23], [17, 23, 17], [17, 15, 21], [17, 23, 17]]","[{13}, {31}, {13}, {31}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(46), np.int64(17), np.int64(18), np.int64(20), np.int64(25), np.int64(28)}), frozenset({37, 7, 40, 13, 46, 18, 20, 25, 28}), frozenset({32, 37, 7, 40, 13, 18, 20, 25, 28}), frozenset({32, 37, 7, 40, 18, 20, 25, 28, 31})]",4,"[[np.int64(17), 13], [46, 32], [13, 31]]","[[23, 17, 17], [15, 19, 17], [17, 19, 15], [21, 17, 15]]","[{29}, {26}, {36}, {29}]"
"[frozenset({np.int64(39), np.int64(42), np.int64(11), np.int64(16), np.int64(19), np.int64(23), np.int64(26), np.int64(27), np.int64(30)}), frozenset({39, 42, 11, 16, 19, 21, 23, 27, 30}), frozenset({39, 42, 11, 13, 19, 21, 23, 27, 30}), frozenset({39, 42, 11, 13, 19, 23, 24, 27, 30})]",4,"[[np.int64(26), 21], [16, 13], [21, 24]]","[[23, 17, 17], [17, 23, 17], [21, 15, 17], [17, 23, 17]]","[{29}, {31}, {29}, {31}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(42), np.int64(10), np.int64(19), np.int64(22), np.int64(25), np.int64(26), np.int64(30)}), frozenset({35, 39, 8, 10, 42, 19, 22, 25, 30}), frozenset({35, 39, 9, 10, 42, 19, 22, 25, 30}), frozenset({39, 9, 42, 10, 19, 21, 22, 25, 30}), frozenset({39, 9, 10, 42, 13, 19, 22, 25, 30})]",5,"[[np.int64(26), 35], [8, 9], [35, 21], [21, 13]]","[[21, 15, 17], [17, 15, 19], [15, 17, 19], [23, 17, 17], [15, 21, 17]]","[{29}, {16}, {17}, {29}, {31}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(10), np.int64(46), np.int64(19), np.int64(21), np.int64(26), np.int64(27), np.int64(30)}), frozenset({39, 8, 41, 10, 46, 19, 21, 27, 30}), frozenset({39, 8, 10, 46, 19, 21, 24, 27, 30})]",3,"[[np.int64(26), 41], [41, 24]]","[[21, 15, 17], [19, 15, 21], [19, 25, 17]]","[{29}, {16}, {31}]"
"[frozenset({np.int64(36), np.int64(7), np.int64(40), np.int64(11), np.int64(20), np.int64(21), np.int64(23), np.int64(27), np.int64(28)}), frozenset({7, 40, 11, 20, 21, 23, 27, 28, 31}), frozenset({35, 7, 40, 11, 20, 23, 27, 28, 31})]",3,"[[np.int64(36), 31], [21, 35]]","[[17, 17, 23], [21, 17, 15], [17, 17, 23]]","[{13}, {29}, {13}]"
"[frozenset({np.int64(32), np.int64(39), np.int64(8), np.int64(10), np.int64(13), np.int64(46), np.int64(19), np.int64(24), np.int64(30)}), frozenset({32, 39, 8, 10, 13, 46, 19, 21, 30}), frozenset({32, 36, 39, 8, 10, 46, 19, 21, 30}), frozenset({32, 39, 8, 10, 46, 19, 21, 24, 30})]",4,"[[np.int64(24), 21], [13, 36], [36, 24]]","[[17, 23, 17], [21, 15, 17], [19, 15, 21], [19, 25, 17]]","[{31}, {29}, {16}, {31}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(8), np.int64(41), np.int64(10), np.int64(18), np.int64(19), np.int64(20), np.int64(25)}), frozenset({34, 37, 8, 41, 10, 18, 19, 25, 31}), frozenset({34, 37, 8, 41, 10, 13, 18, 19, 25}), frozenset({34, 37, 9, 10, 41, 13, 18, 19, 25})]",4,"[[np.int64(20), 31], [31, 13], [8, 9]]","[[17, 21, 17], [17, 17, 21], [21, 17, 17], [15, 19, 17]]","[{26}, {16}, {35}, {26}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(18), np.int64(20), np.int64(21), np.int64(22), np.int64(25), np.int64(28)}), frozenset({37, 7, 40, 15, 18, 20, 22, 25, 28}), frozenset({37, 7, 40, 46, 15, 18, 20, 25, 28}), frozenset({37, 7, 40, 46, 18, 20, 21, 25, 28})]",4,"[[np.int64(21), 15], [22, 46], [15, 21]]","[[21, 17, 15], [17, 19, 15], [15, 19, 17], [23, 17, 17]]","[{29}, {36}, {26}, {29}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(11), np.int64(18), np.int64(20), np.int64(27), np.int64(28), np.int64(30)}), frozenset({37, 7, 40, 11, 18, 20, 21, 27, 28}), frozenset({37, 7, 40, 11, 20, 21, 24, 27, 28})]",3,"[[np.int64(30), 21], [18, 24]]","[[17, 17, 23], [21, 17, 15], [19, 21, 15]]","[{13}, {29}, {36}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(39), np.int64(10), np.int64(45), np.int64(15), np.int64(20), np.int64(22), np.int64(25)}), frozenset({34, 37, 39, 10, 45, 15, 22, 25, 26}), frozenset({34, 37, 10, 45, 15, 22, 25, 26, 28}), frozenset({34, 37, 10, 45, 15, 22, 25, 28, 29})]",4,"[[np.int64(20), 26], [39, 28], [26, 29]]","[[17, 21, 17], [19, 15, 17], [19, 17, 15], [17, 19, 15]]","[{36}, {24}, {35}, {36}]"
"[frozenset({np.int64(32), np.int64(37), np.int64(10), np.int64(12), np.int64(45), np.int64(16), np.int64(18), np.int64(25), np.int64(29)}), frozenset({37, 41, 10, 12, 45, 16, 18, 25, 29}), frozenset({37, 41, 10, 12, 45, 18, 25, 29, 31})]",3,"[[np.int64(32), 41], [16, 31]]","[[17, 19, 15], [15, 19, 17], [15, 17, 19]]","[{36}, {26}, {17}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(9), np.int64(46), np.int64(15), np.int64(21), np.int64(27), np.int64(29), np.int64(30)}), frozenset({39, 8, 9, 46, 15, 21, 24, 27, 30}), frozenset({36, 39, 8, 9, 46, 15, 21, 24, 27})]",3,"[[np.int64(29), 24], [30, 36]]","[[17, 15, 21], [17, 23, 17], [17, 17, 23]]","[{13}, {31}, {13}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(41), np.int64(15), np.int64(21), np.int64(25), np.int64(28), np.int64(29)}), frozenset({32, 34, 8, 41, 13, 15, 21, 25, 28}), frozenset({32, 34, 39, 8, 41, 13, 15, 21, 25}), frozenset({32, 34, 39, 8, 41, 15, 16, 21, 25})]",4,"[[np.int64(29), 13], [28, 39], [13, 16]]","[[17, 21, 15], [19, 17, 15], [19, 15, 17], [17, 23, 17]]","[{31}, {35}, {24}, {31}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(41), np.int64(15), np.int64(21), np.int64(23), np.int64(25), np.int64(29)}), frozenset({32, 34, 8, 41, 15, 18, 21, 23, 25}), frozenset({32, 34, 39, 8, 41, 15, 18, 21, 25}), frozenset({32, 34, 39, 8, 41, 15, 16, 21, 25})]",4,"[[np.int64(29), 18], [23, 39], [18, 16]]","[[17, 21, 15], [19, 17, 15], [19, 15, 17], [17, 23, 17]]","[{31}, {35}, {24}, {31}]"
"[frozenset({np.int64(32), np.int64(36), np.int64(39), np.int64(8), np.int64(10), np.int64(46), np.int64(19), np.int64(21), np.int64(30)}), frozenset({32, 39, 8, 10, 46, 19, 21, 24, 30}), frozenset({32, 39, 8, 10, 46, 17, 19, 21, 30}), frozenset({32, 39, 8, 10, 46, 17, 19, 24, 30})]",4,"[[np.int64(36), 24], [24, 17], [21, 24]]","[[19, 15, 21], [19, 25, 17], [21, 15, 17], [17, 23, 17]]","[{16}, {31}, {29}, {31}]"
"[frozenset({np.int64(36), np.int64(37), np.int64(9), np.int64(10), np.int64(41), np.int64(15), np.int64(18), np.int64(25), np.int64(29)}), frozenset({36, 37, 41, 10, 11, 15, 18, 25, 29}), frozenset({37, 41, 10, 11, 15, 18, 19, 25, 29})]",3,"[[np.int64(9), 11], [36, 19]]","[[15, 17, 19], [17, 15, 19], [17, 21, 17]]","[{17}, {16}, {26}]"
"[frozenset({np.int64(39), np.int64(42), np.int64(10), np.int64(12), np.int64(16), np.int64(22), np.int64(23), np.int64(26), np.int64(30)}), frozenset({39, 42, 10, 12, 16, 22, 23, 25, 30}), frozenset({36, 39, 42, 10, 12, 22, 23, 25, 30})]",3,"[[np.int64(26), 25], [16, 36]]","[[23, 17, 17], [15, 21, 17], [15, 17, 19]]","[{29}, {31}, {17}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(41), np.int64(10), np.int64(13), np.int64(16), np.int64(18), np.int64(19), np.int64(25)}), frozenset({34, 37, 8, 41, 10, 13, 18, 19, 25}), frozenset({34, 37, 8, 41, 10, 18, 19, 25, 31}), frozenset({34, 37, 8, 41, 10, 18, 19, 24, 25})]",4,"[[np.int64(16), 8], [13, 31], [31, 24]]","[[15, 19, 17], [21, 17, 17], [17, 17, 21], [17, 21, 17]]","[{26}, {35}, {16}, {26}]"
"[frozenset({np.int64(35), np.int64(37), np.int64(7), np.int64(44), np.int64(46), np.int64(14), np.int64(20), np.int64(23), np.int64(30)}), frozenset({37, 7, 44, 14, 46, 20, 23, 24, 30}), frozenset({37, 7, 44, 46, 14, 17, 20, 23, 30})]",3,"[[np.int64(35), 24], [24, 17]]","[[15, 17, 21], [15, 21, 19], [25, 17, 19]]","[{13}, {26}, {29}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(10), np.int64(13), np.int64(46), np.int64(19), np.int64(24), np.int64(27), np.int64(30)}), frozenset({39, 8, 10, 13, 46, 19, 21, 27, 30}), frozenset({39, 8, 41, 10, 46, 19, 21, 27, 30}), frozenset({39, 8, 10, 46, 19, 21, 24, 27, 30})]",4,"[[np.int64(24), 21], [13, 41], [41, 24]]","[[17, 23, 17], [21, 15, 17], [19, 15, 21], [19, 25, 17]]","[{31}, {29}, {16}, {31}]"
"[frozenset({np.int64(39), np.int64(9), np.int64(10), np.int64(42), np.int64(16), np.int64(20), np.int64(22), np.int64(23), np.int64(30)}), frozenset({39, 9, 42, 10, 45, 20, 22, 23, 30}), frozenset({39, 9, 10, 42, 20, 22, 23, 26, 30})]",3,"[[np.int64(16), 45], [45, 26]]","[[15, 21, 17], [15, 19, 21], [25, 19, 17]]","[{31}, {17}, {29}]"
"[frozenset({np.int64(32), np.int64(35), np.int64(37), np.int64(7), np.int64(40), np.int64(11), np.int64(16), np.int64(21), np.int64(28)}), frozenset({32, 35, 37, 7, 40, 11, 20, 21, 28}), frozenset({32, 37, 7, 40, 11, 20, 21, 26, 28}), frozenset({32, 35, 37, 7, 40, 11, 20, 26, 28})]",4,"[[np.int64(16), 20], [35, 26], [21, 35]]","[[19, 23, 17], [19, 17, 25], [21, 17, 15], [17, 17, 23]]","[{36}, {13}, {29}, {13}]"
"[frozenset({np.int64(35), np.int64(37), np.int64(7), np.int64(42), np.int64(44), np.int64(14), np.int64(20), np.int64(25), np.int64(28)}), frozenset({37, 7, 42, 44, 14, 17, 20, 25, 28}), frozenset({37, 7, 42, 44, 14, 16, 20, 25, 28})]",3,"[[np.int64(35), 17], [17, 16]]","[[15, 17, 21], [23, 17, 17], [15, 19, 17]]","[{13}, {29}, {26}]"
"[frozenset({np.int64(7), np.int64(39), np.int64(42), np.int64(10), np.int64(16), np.int64(20), np.int64(22), np.int64(23), np.int64(30)}), frozenset({35, 39, 7, 10, 42, 20, 22, 23, 30}), frozenset({7, 39, 42, 10, 20, 22, 23, 26, 30})]",3,"[[np.int64(16), 35], [35, 26]]","[[15, 21, 17], [15, 19, 21], [25, 19, 17]]","[{31}, {17}, {29}]"
"[frozenset({np.int64(35), np.int64(39), np.int64(9), np.int64(10), np.int64(42), np.int64(19), np.int64(22), np.int64(25), np.int64(30)}), frozenset({35, 39, 8, 10, 42, 19, 22, 25, 30}), frozenset({39, 8, 42, 10, 19, 20, 22, 25, 30}), frozenset({39, 8, 10, 42, 13, 19, 22, 25, 30}), frozenset({39, 9, 10, 42, 13, 19, 22, 25, 30}), frozenset({39, 9, 10, 42, 13, 19, 22, 26, 30})]",6,"[[np.int64(9), 8], [35, 20], [20, 13], [8, 9], [25, 26]]","[[15, 17, 19], [17, 15, 19], [17, 23, 17], [21, 15, 17], [15, 21, 17], [23, 17, 17]]","[{17}, {16}, {31}, {29}, {31}, {29}]"
"[frozenset({np.int64(37), np.int64(40), np.int64(8), np.int64(9), np.int64(20), np.int64(21), np.int64(27), np.int64(28), np.int64(31)}), frozenset({35, 37, 40, 9, 8, 20, 21, 27, 28}), frozenset({37, 40, 9, 8, 20, 21, 24, 27, 28})]",3,"[[np.int64(31), 35], [35, 24]]","[[21, 17, 15], [19, 17, 25], [19, 21, 15]]","[{29}, {13}, {36}]"
"[frozenset({np.int64(39), np.int64(11), np.int64(44), np.int64(13), np.int64(46), np.int64(19), np.int64(21), np.int64(27), np.int64(30)}), frozenset({39, 11, 44, 46, 16, 19, 21, 27, 30}), frozenset({39, 11, 44, 46, 16, 19, 26, 27, 30})]",3,"[[np.int64(13), 16], [21, 26]]","[[21, 15, 17], [17, 23, 17], [23, 17, 17]]","[{29}, {31}, {29}]"
"[frozenset({np.int64(34), np.int64(42), np.int64(44), np.int64(13), np.int64(15), np.int64(22), np.int64(25), np.int64(26), np.int64(30)}), frozenset({34, 9, 42, 44, 13, 15, 22, 25, 30}), frozenset({34, 9, 42, 44, 13, 15, 22, 26, 30})]",3,"[[np.int64(26), 9], [25, 26]]","[[21, 15, 19], [15, 23, 19], [23, 17, 19]]","[{24}, {31}, {24}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(37), np.int64(10), np.int64(12), np.int64(45), np.int64(16), np.int64(18), np.int64(25)}), frozenset({34, 37, 41, 10, 12, 45, 16, 18, 25}), frozenset({34, 37, 41, 10, 12, 45, 18, 25, 30})]",3,"[[np.int64(32), 41], [16, 30]]","[[17, 19, 15], [15, 19, 17], [15, 17, 19]]","[{36}, {26}, {17}]"
"[frozenset({np.int64(34), np.int64(8), np.int64(12), np.int64(44), np.int64(46), np.int64(16), np.int64(26), np.int64(27), np.int64(30)}), frozenset({34, 8, 44, 12, 46, 16, 21, 27, 30}), frozenset({34, 8, 12, 44, 46, 21, 27, 29, 30}), frozenset({34, 8, 44, 12, 46, 16, 21, 27, 29})]",4,"[[np.int64(26), 21], [16, 29], [30, 16]]","[[23, 17, 19], [17, 25, 19], [17, 15, 21], [17, 23, 17]]","[{24}, {31}, {13}, {31}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(7), np.int64(41), np.int64(10), np.int64(15), np.int64(18), np.int64(25), np.int64(30)}), frozenset({34, 37, 41, 10, 14, 15, 18, 25, 30}), frozenset({34, 37, 41, 10, 14, 15, 18, 20, 25})]",3,"[[np.int64(7), 14], [30, 20]]","[[15, 17, 19], [17, 15, 19], [17, 21, 17]]","[{17}, {16}, {26}]"
