barrier_sequence,sequence_length,barrier_changes,reward_path_lengths,choice_points
"[frozenset({np.int64(34), np.int64(37), np.int64(7), np.int64(10), np.int64(45), np.int64(19), np.int64(21), np.int64(22), np.int64(25)}), frozenset({34, 37, 7, 10, 45, 19, 22, 25, 30}), frozenset({34, 37, 10, 11, 45, 19, 22, 25, 30}), frozenset({34, 37, 10, 11, 45, 19, 20, 22, 25})]",4,"[[np.int64(21), 30], [7, 11], [30, 20]]","[[21, 19, 15], [17, 19, 23], [19, 17, 23], [19, 21, 15]]","[{35}, {17}, {16}, {36}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(42), np.int64(44), np.int64(12), np.int64(15), np.int64(18), np.int64(25)}), frozenset({34, 37, 10, 11, 42, 44, 15, 18, 25}), frozenset({34, 37, 10, 42, 44, 15, 16, 18, 25}), frozenset({34, 37, 10, 42, 44, 15, 17, 18, 25})]",4,"[[np.int64(12), 11], [11, 16], [16, 17]]","[[15, 17, 19], [17, 15, 19], [15, 21, 19], [21, 15, 19]]","[{24, 17, 26}, {16, 24, 26}, {26}, {24}]"
"[frozenset({np.int64(32), np.int64(8), np.int64(9), np.int64(41), np.int64(20), np.int64(21), np.int64(23), np.int64(27), np.int64(29)}), frozenset({32, 36, 8, 9, 41, 20, 21, 23, 27}), frozenset({32, 34, 8, 9, 41, 20, 21, 23, 27}), frozenset({32, 34, 8, 9, 41, 21, 23, 27, 30})]",4,"[[np.int64(29), 36], [36, 34], [20, 30]]","[[17, 21, 15], [17, 17, 23], [17, 19, 15], [17, 17, 23]]","[{31}, {13}, {35, 13, 31}, {13}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(14), np.int64(15), np.int64(18), np.int64(21), np.int64(25)}), frozenset({34, 37, 40, 10, 42, 14, 15, 18, 25}), frozenset({34, 37, 40, 10, 42, 15, 18, 20, 25}), frozenset({34, 37, 40, 10, 42, 15, 17, 18, 25}), frozenset({34, 37, 7, 40, 42, 10, 15, 18, 25}), frozenset({34, 37, 7, 40, 10, 15, 18, 21, 25})]",6,"[[np.int64(21), 42], [14, 20], [20, 17], [17, 7], [42, 21]]","[[19, 15, 17], [17, 15, 19], [15, 21, 19], [21, 15, 19], [15, 17, 19], [21, 17, 17]]","[{24}, {16, 24, 26}, {26}, {24}, {24, 17, 26}, {24}]"
"[frozenset({np.int64(36), np.int64(7), np.int64(42), np.int64(10), np.int64(44), np.int64(18), np.int64(20), np.int64(28), np.int64(30)}), frozenset({7, 42, 10, 44, 18, 20, 26, 28, 30}), frozenset({37, 7, 42, 10, 44, 18, 20, 28, 30}), frozenset({37, 7, 42, 44, 17, 18, 20, 28, 30}), frozenset({37, 7, 42, 44, 15, 18, 20, 28, 30})]",5,"[[np.int64(36), 26], [26, 37], [10, 17], [17, 15]]","[[15, 19, 21], [25, 19, 17], [15, 19, 19], [25, 17, 19], [15, 21, 19]]","[{17}, {29}, {17, 26, 29}, {29}, {26}]"
"[frozenset({np.int64(39), np.int64(10), np.int64(42), np.int64(16), np.int64(19), np.int64(22), np.int64(26), np.int64(27), np.int64(30)}), frozenset({39, 10, 42, 16, 19, 22, 25, 27, 30}), frozenset({39, 10, 42, 17, 19, 22, 25, 27, 30}), frozenset({39, 10, 42, 17, 19, 22, 24, 27, 30})]",4,"[[np.int64(26), 25], [16, 17], [25, 24]]","[[23, 17, 17], [15, 21, 17], [21, 15, 17], [17, 23, 17]]","[{29}, {31}, {29}, {31}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(39), np.int64(42), np.int64(18), np.int64(20), np.int64(23), np.int64(24), np.int64(30)}), frozenset({37, 39, 7, 42, 17, 18, 20, 23, 30}), frozenset({37, 7, 39, 10, 42, 18, 20, 23, 30}), frozenset({39, 7, 10, 42, 18, 20, 23, 26, 30}), frozenset({35, 7, 39, 10, 42, 18, 20, 23, 26})]",5,"[[np.int64(24), 17], [17, 10], [37, 26], [30, 35]]","[[15, 21, 19], [25, 17, 19], [15, 19, 19], [25, 19, 17], [17, 19, 23]]","[{26}, {29}, {17, 26, 29}, {29}, {17}]"
"[frozenset({39, 9, 10, 42, 13, 22, 23, np.int64(25), 30}), frozenset({39, 9, 10, 42, 21, 22, 23, 25, 30}), frozenset({35, 39, 9, 10, 42, 22, 23, 25, 30}), frozenset({39, 9, 42, 10, 20, 22, 23, 25, 30}), frozenset({39, 9, 42, 17, 20, 22, 23, 25, 30})]",5,"[[13, 21], [21, 35], [35, 20], [10, 17]]","[[15, 21, 17], [23, 17, 17], [15, 17, 19], [15, 19, 17], [23, 17, 17]]","[{31}, {29}, {17}, {17, 29, 31}, {29}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(36), np.int64(7), np.int64(41), np.int64(11), np.int64(20), np.int64(21), np.int64(23)}), frozenset({32, 34, 7, 41, 11, 18, 20, 21, 23}), frozenset({32, 34, 7, 41, 11, 20, 21, 23, 24}), frozenset({32, 34, 36, 7, 41, 11, 21, 23, 24})]",4,"[[np.int64(36), 18], [18, 24], [20, 36]]","[[17, 19, 25], [21, 19, 15], [17, 21, 15], [17, 17, 23]]","[{13}, {35}, {31}, {13}]"
"[frozenset({32, 35, 8, 41, 12, 16, 21, 27, 29}), frozenset({32, 35, 8, 41, 12, 21, 25, 27, 29}), frozenset({32, 8, 41, 12, 21, 25, 27, 28, 29}), frozenset({32, 36, 8, 41, 12, 21, 27, 28, 29})]",4,"[[16, 25], [35, 28], [25, 36]]","[[17, 23, 17], [17, 15, 21], [17, 21, 15], [17, 17, 23]]","[{31}, {13}, {31}, {13}]"
"[frozenset({np.int64(35), np.int64(7), np.int64(10), np.int64(42), np.int64(44), np.int64(18), np.int64(20), np.int64(23), np.int64(30)}), frozenset({7, 42, 10, 44, 18, 20, 23, 26, 30}), frozenset({37, 7, 10, 42, 44, 18, 20, 23, 30}), frozenset({37, 7, 42, 44, 17, 18, 20, 23, 30}), frozenset({37, 7, 42, 44, 18, 20, 23, 24, 30})]",5,"[[np.int64(35), 26], [26, 37], [10, 17], [17, 24]]","[[15, 19, 21], [25, 19, 17], [15, 19, 19], [25, 17, 19], [15, 21, 19]]","[{17}, {29}, {17, 26, 29}, {29}, {26}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(15), np.int64(16), np.int64(18), np.int64(25)}), frozenset({32, 34, 37, 8, 40, 10, 15, 18, 25}), frozenset({34, 37, 40, 8, 10, 42, 15, 18, 25}), frozenset({34, 37, 40, 10, 42, 15, 18, 20, 25}), frozenset({34, 37, 40, 10, 42, 15, 17, 18, 25}), frozenset({34, 37, 7, 40, 42, 10, 15, 18, 25})]",6,"[[np.int64(16), 8], [32, 42], [8, 20], [20, 17], [17, 7]]","[[17, 21, 17], [19, 15, 17], [17, 15, 19], [15, 21, 19], [21, 15, 19], [15, 17, 19]]","[{36}, {16, 24, 36}, {16, 24, 26}, {26}, {24}, {24, 17, 26}]"
"[frozenset({np.int64(32), np.int64(35), np.int64(7), np.int64(40), np.int64(14), np.int64(20), np.int64(23), np.int64(28), np.int64(31)}), frozenset({32, 7, 40, 14, 20, 23, 25, 28, 31}), frozenset({36, 7, 40, 14, 20, 23, 25, 28, 31}), frozenset({36, 7, 40, 14, 17, 20, 23, 28, 31})]",4,"[[np.int64(35), 25], [32, 36], [25, 17]]","[[17, 17, 23], [21, 17, 15], [15, 17, 21], [23, 17, 17]]","[{13}, {29}, {13}, {29}]"
"[frozenset({34, 37, 10, 44, 45, 15, 22, 25, 26}), frozenset({34, 37, 10, 45, 15, 22, 25, 26, 28}), frozenset({34, 37, 7, 10, 45, 15, 22, 25, 28}), frozenset({34, 35, 37, 7, 10, 45, 15, 22, 25})]",4,"[[44, 28], [26, 7], [28, 35]]","[[19, 15, 17], [19, 17, 15], [17, 19, 15], [17, 17, 21]]","[{24}, {35}, {17, 35, 36}, {17}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(14), np.int64(17), np.int64(20), np.int64(25), np.int64(27), np.int64(28)}), frozenset({37, 7, 40, 14, 15, 20, 25, 27, 28}), frozenset({37, 7, 40, 46, 14, 15, 20, 25, 28}), frozenset({37, 7, 40, 14, 46, 20, 25, 28, 30}), frozenset({37, 7, 40, 46, 14, 17, 20, 25, 28})]",5,"[[np.int64(17), 15], [27, 46], [15, 30], [30, 17]]","[[21, 17, 15], [17, 19, 15], [15, 19, 17], [15, 17, 21], [23, 17, 17]]","[{29}, {36}, {26}, {13}, {29}]"
"[frozenset({np.int64(32), np.int64(37), np.int64(40), np.int64(9), np.int64(8), np.int64(15), np.int64(20), np.int64(21), np.int64(28)}), frozenset({32, 35, 37, 8, 9, 40, 20, 21, 28}), frozenset({32, 37, 8, 40, 9, 20, 21, 28, 31}), frozenset({32, 35, 37, 40, 9, 8, 20, 28, 31})]",4,"[[np.int64(15), 35], [35, 31], [21, 35]]","[[19, 21, 15], [19, 17, 25], [21, 17, 15], [17, 17, 23]]","[{36}, {13}, {29}, {13}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(42), np.int64(44), np.int64(14), np.int64(46), np.int64(17), np.int64(20), np.int64(28)}), frozenset({37, 7, 42, 44, 14, 46, 20, 28, 30}), frozenset({7, 42, 44, 14, 46, 20, 26, 28, 30}), frozenset({35, 7, 42, 44, 46, 14, 20, 26, 28})]",4,"[[np.int64(17), 30], [37, 26], [30, 35]]","[[23, 17, 17], [15, 17, 19], [23, 17, 17], [17, 17, 23]]","[{29}, {26, 29, 13}, {29}, {13}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(10), np.int64(11), np.int64(42), np.int64(19), np.int64(20), np.int64(27), np.int64(30)}), frozenset({39, 8, 10, 11, 42, 19, 21, 27, 30}), frozenset({39, 8, 42, 11, 16, 19, 21, 27, 30}), frozenset({39, 8, 42, 11, 13, 19, 21, 27, 30})]",4,"[[np.int64(20), 21], [10, 16], [16, 13]]","[[17, 23, 17], [19, 15, 17], [17, 23, 17], [21, 15, 17]]","[{31}, {16, 29, 31}, {31}, {29}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(11), np.int64(13), np.int64(45), np.int64(46), np.int64(18), np.int64(19), np.int64(25)}), frozenset({34, 37, 45, 13, 46, 18, 19, 25, 29}), frozenset({32, 34, 37, 13, 45, 18, 19, 25, 29}), frozenset({32, 34, 37, 45, 13, 18, 19, 25, 31})]",4,"[[np.int64(11), 29], [46, 32], [29, 31]]","[[21, 17, 17], [15, 19, 17], [17, 19, 15], [19, 17, 15]]","[{35}, {26}, {36}, {35}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(13), np.int64(14), np.int64(15), np.int64(18), np.int64(25)}), frozenset({34, 37, 40, 10, 42, 14, 15, 18, 25}), frozenset({34, 37, 40, 10, 42, 15, 18, 20, 25}), frozenset({34, 37, 40, 10, 42, 15, 17, 18, 25}), frozenset({34, 37, 7, 40, 42, 10, 15, 18, 25}), frozenset({34, 37, 7, 40, 10, 15, 18, 21, 25})]",6,"[[np.int64(13), 42], [14, 20], [20, 17], [17, 7], [42, 21]]","[[19, 15, 17], [17, 15, 19], [15, 21, 19], [21, 15, 19], [15, 17, 19], [21, 17, 17]]","[{24}, {16, 24, 26}, {26}, {24}, {24, 17, 26}, {24}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(42), np.int64(12), np.int64(45), np.int64(18), np.int64(25), np.int64(30)}), frozenset({34, 37, 10, 42, 12, 45, 18, 23, 25}), frozenset({34, 37, 10, 12, 45, 18, 23, 25, 26}), frozenset({34, 36, 37, 10, 12, 45, 18, 23, 25}), frozenset({34, 37, 10, 12, 45, 18, 22, 23, 25}), frozenset({34, 35, 37, 10, 12, 45, 18, 22, 25})]",6,"[[np.int64(30), 23], [42, 26], [26, 36], [36, 22], [23, 35]]","[[15, 17, 19], [15, 19, 17], [21, 19, 15], [15, 19, 21], [17, 19, 15], [17, 17, 21]]","[{17}, {17, 26, 35}, {35}, {17}, {17, 35, 36}, {17}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(9), np.int64(11), np.int64(45), np.int64(18), np.int64(20), np.int64(21), np.int64(23)}), frozenset({32, 34, 36, 9, 11, 45, 20, 21, 23}), frozenset({32, 34, 37, 9, 11, 45, 20, 21, 23}), frozenset({32, 35, 37, 9, 11, 45, 20, 21, 23}), frozenset({32, 37, 9, 11, 45, 20, 21, 23, 29})]",5,"[[np.int64(18), 36], [36, 37], [34, 35], [35, 29]]","[[21, 19, 15], [17, 19, 25], [19, 19, 15], [19, 17, 25], [19, 21, 15]]","[{35}, {13}, {35, 36, 13}, {13}, {36}]"
"[frozenset({np.int64(32), np.int64(35), np.int64(37), np.int64(40), np.int64(9), np.int64(11), np.int64(16), np.int64(21), np.int64(28)}), frozenset({32, 35, 37, 40, 9, 11, 20, 21, 28}), frozenset({32, 37, 40, 9, 11, 20, 21, 28, 31}), frozenset({32, 35, 37, 40, 9, 11, 20, 28, 31})]",4,"[[np.int64(16), 20], [35, 31], [21, 35]]","[[19, 23, 17], [19, 17, 25], [21, 17, 15], [17, 17, 23]]","[{36}, {13}, {29}, {13}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(44), np.int64(46), np.int64(16), np.int64(18), np.int64(20), np.int64(23), np.int64(30)}), frozenset({37, 7, 44, 46, 17, 18, 20, 23, 30}), frozenset({37, 7, 10, 44, 46, 18, 20, 23, 30}), frozenset({7, 10, 44, 46, 18, 20, 23, 26, 30}), frozenset({7, 10, 44, 46, 18, 20, 23, 30, 31})]",5,"[[np.int64(16), 17], [17, 10], [37, 26], [26, 31]]","[[15, 21, 19], [25, 17, 19], [15, 19, 19], [25, 19, 17], [15, 19, 21]]","[{26}, {29}, {17, 26, 29}, {29}, {17}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(41), np.int64(10), np.int64(14), np.int64(18), np.int64(19), np.int64(25), np.int64(29)}), frozenset({34, 37, 41, 10, 14, 18, 19, 25, 30}), frozenset({34, 37, 41, 10, 13, 14, 18, 19, 25}), frozenset({34, 37, 9, 10, 41, 13, 18, 19, 25})]",4,"[[np.int64(29), 30], [30, 13], [14, 9]]","[[17, 21, 17], [17, 17, 21], [21, 17, 17], [15, 19, 17]]","[{26}, {16}, {35}, {26}]"
"[frozenset({np.int64(34), np.int64(39), np.int64(8), np.int64(42), np.int64(15), np.int64(21), np.int64(26), np.int64(27), np.int64(30)}), frozenset({34, 39, 8, 42, 15, 16, 21, 27, 30}), frozenset({34, 39, 8, 10, 42, 15, 21, 27, 30}), frozenset({39, 8, 42, 10, 15, 21, 24, 27, 30}), frozenset({36, 39, 8, 10, 42, 15, 21, 24, 27})]",5,"[[np.int64(26), 16], [16, 10], [34, 24], [30, 36]]","[[21, 15, 19], [17, 25, 19], [19, 15, 19], [19, 25, 17], [19, 17, 23]]","[{24}, {31}, {16, 24, 31}, {31}, {16}]"
"[frozenset({np.int64(39), np.int64(9), np.int64(10), np.int64(42), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(30)}), frozenset({39, 9, 42, 17, 18, 20, 22, 23, 30}), frozenset({39, 9, 42, 13, 18, 20, 22, 23, 30}), frozenset({39, 9, 42, 13, 18, 22, 23, 26, 30})]",4,"[[np.int64(10), 17], [17, 13], [20, 26]]","[[15, 19, 17], [23, 17, 17], [15, 21, 17], [23, 17, 17]]","[{17, 29, 31}, {29}, {31}, {29}]"
"[frozenset({np.int64(39), np.int64(10), np.int64(11), np.int64(46), np.int64(17), np.int64(19), np.int64(24), np.int64(27), np.int64(30)}), frozenset({39, 10, 11, 46, 17, 19, 21, 27, 30}), frozenset({39, 41, 10, 11, 46, 19, 21, 27, 30}), frozenset({39, 10, 11, 46, 19, 21, 24, 27, 30})]",4,"[[np.int64(24), 21], [17, 41], [41, 24]]","[[17, 23, 17], [21, 15, 17], [19, 15, 21], [19, 25, 17]]","[{31}, {29}, {16}, {31}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(36), np.int64(8), np.int64(41), np.int64(12), np.int64(21), np.int64(23), np.int64(29)}), frozenset({32, 34, 8, 41, 12, 21, 23, 25, 29}), frozenset({32, 34, 8, 41, 44, 12, 21, 25, 29}), frozenset({32, 34, 8, 41, 44, 12, 16, 21, 25}), frozenset({32, 34, 8, 41, 12, 44, 17, 21, 25}), frozenset({32, 34, 8, 41, 12, 17, 21, 25, 28})]",6,"[[np.int64(36), 25], [23, 44], [29, 16], [16, 17], [44, 28]]","[[17, 17, 23], [17, 21, 15], [17, 15, 21], [17, 23, 17], [19, 15, 17], [19, 17, 15]]","[{13}, {31}, {13}, {31}, {24}, {35}]"
"[frozenset({np.int64(37), np.int64(9), np.int64(10), np.int64(41), np.int64(15), np.int64(18), np.int64(25), np.int64(28), np.int64(29)}), frozenset({37, 41, 10, 9, 44, 15, 18, 25, 29}), frozenset({37, 41, 10, 44, 14, 15, 18, 25, 29}), frozenset({37, 41, 10, 14, 15, 18, 19, 25, 29})]",4,"[[np.int64(28), 44], [9, 14], [44, 19]]","[[15, 19, 17], [15, 17, 19], [17, 15, 19], [17, 21, 17]]","[{26}, {17}, {16}, {26}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(39), np.int64(41), np.int64(11), np.int64(15), np.int64(16), np.int64(21), np.int64(25)}), frozenset({32, 34, 39, 41, 10, 11, 15, 21, 25}), frozenset({32, 34, 41, 10, 11, 15, 21, 23, 25}), frozenset({32, 34, 41, 10, 11, 15, 21, 25, 30}), frozenset({32, 34, 41, 10, 11, 15, 21, 24, 25}), frozenset({32, 34, 36, 41, 10, 11, 15, 21, 24})]",6,"[[np.int64(16), 10], [39, 23], [23, 30], [30, 24], [25, 36]]","[[17, 23, 17], [19, 15, 17], [19, 17, 15], [19, 15, 21], [19, 23, 15], [19, 17, 23]]","[{31}, {16, 24, 31}, {16, 35, 31}, {16}, {31}, {16}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(9), np.int64(41), np.int64(17), np.int64(20), np.int64(21), np.int64(23)}), frozenset({32, 34, 36, 8, 9, 41, 20, 21, 23}), frozenset({32, 34, 8, 9, 41, 20, 21, 23, 24}), frozenset({32, 34, 36, 8, 41, 9, 21, 23, 24})]",4,"[[np.int64(17), 36], [36, 24], [20, 36]]","[[21, 19, 15], [17, 19, 25], [17, 21, 15], [17, 17, 23]]","[{35}, {13}, {31}, {13}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(44), np.int64(46), np.int64(14), np.int64(17), np.int64(20), np.int64(25), np.int64(28)}), frozenset({37, 7, 44, 46, 15, 14, 20, 25, 28}), frozenset({37, 7, 44, 14, 46, 20, 25, 28, 30}), frozenset({7, 44, 14, 46, 17, 20, 25, 28, 30}), frozenset({7, 44, 46, 14, 20, 25, 28, 30, 31})]",5,"[[np.int64(17), 15], [15, 30], [37, 17], [17, 31]]","[[23, 17, 17], [15, 19, 17], [15, 17, 19], [23, 17, 17], [15, 17, 21]]","[{29}, {26}, {26, 29, 13}, {29}, {13}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(41), np.int64(10), np.int64(14), np.int64(15), np.int64(23), np.int64(25), np.int64(30)}), frozenset({34, 37, 41, 10, 14, 15, 21, 23, 25}), frozenset({34, 37, 41, 10, 14, 15, 23, 25, 29}), frozenset({34, 37, 41, 10, 14, 15, 25, 29, 30})]",4,"[[np.int64(30), 21], [21, 29], [23, 30]]","[[17, 17, 21], [21, 17, 17], [17, 21, 17], [17, 15, 19]]","[{16}, {35}, {26}, {16}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(42), np.int64(14), np.int64(15), np.int64(18), np.int64(25)}), frozenset({34, 37, 40, 10, 42, 15, 18, 20, 25}), frozenset({34, 37, 40, 10, 42, 15, 17, 18, 25}), frozenset({34, 37, 7, 40, 42, 10, 15, 18, 25}), frozenset({34, 37, 7, 40, 10, 15, 18, 21, 25})]",5,"[[np.int64(14), 20], [20, 17], [17, 7], [42, 21]]","[[17, 15, 19], [15, 21, 19], [21, 15, 19], [15, 17, 19], [21, 17, 17]]","[{16, 24, 26}, {26}, {24}, {24, 17, 26}, {24}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(42), np.int64(44), np.int64(14), np.int64(17), np.int64(18), np.int64(20), np.int64(28)}), frozenset({37, 7, 42, 44, 14, 18, 20, 28, 30}), frozenset({7, 42, 44, 14, 18, 20, 26, 28, 30}), frozenset({35, 7, 42, 44, 14, 18, 20, 26, 28})]",4,"[[np.int64(17), 30], [37, 26], [30, 35]]","[[23, 17, 17], [15, 17, 19], [23, 17, 17], [17, 17, 23]]","[{29}, {26, 29, 13}, {29}, {13}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(42), np.int64(45), np.int64(14), np.int64(19), np.int64(21), np.int64(25)}), frozenset({34, 37, 10, 42, 45, 14, 19, 25, 29}), frozenset({34, 37, 10, 42, 45, 14, 19, 25, 31}), frozenset({34, 37, 10, 45, 14, 13, 19, 25, 31})]",4,"[[np.int64(21), 29], [29, 31], [42, 13]]","[[21, 17, 17], [17, 21, 17], [17, 17, 21], [19, 17, 15]]","[{35}, {26}, {16}, {35}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(14), np.int64(20), np.int64(25), np.int64(27), np.int64(28), np.int64(30)}), frozenset({37, 7, 40, 14, 15, 20, 25, 27, 28}), frozenset({37, 7, 40, 46, 14, 15, 20, 25, 28}), frozenset({37, 7, 40, 46, 14, 17, 20, 25, 28}), frozenset({37, 7, 40, 14, 46, 20, 25, 28, 31}), frozenset({37, 7, 40, 14, 20, 21, 25, 28, 31})]",6,"[[np.int64(30), 15], [27, 46], [15, 17], [17, 31], [46, 21]]","[[17, 17, 23], [17, 19, 15], [15, 19, 17], [23, 17, 17], [15, 17, 21], [21, 17, 15]]","[{13}, {36}, {26}, {29}, {13}, {29}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(42), np.int64(44), np.int64(14), np.int64(17), np.int64(24), np.int64(28), np.int64(30)}), frozenset({37, 7, 42, 44, 14, 17, 20, 28, 30}), frozenset({37, 7, 42, 44, 14, 20, 28, 30, 31}), frozenset({37, 7, 42, 44, 14, 17, 20, 28, 31})]",4,"[[np.int64(24), 20], [17, 31], [30, 17]]","[[17, 23, 19], [25, 17, 19], [15, 17, 21], [23, 17, 17]]","[{26}, {29}, {13}, {29}]"
"[frozenset({np.int64(34), np.int64(39), np.int64(7), np.int64(10), np.int64(42), np.int64(15), np.int64(22), np.int64(25), np.int64(30)}), frozenset({34, 39, 10, 42, 15, 21, 22, 25, 30}), frozenset({34, 39, 10, 42, 15, 16, 22, 25, 30}), frozenset({34, 39, 8, 10, 42, 15, 22, 25, 30}), frozenset({39, 8, 10, 42, 15, 22, 24, 25, 30})]",5,"[[np.int64(7), 21], [21, 16], [16, 8], [34, 24]]","[[15, 17, 19], [21, 15, 19], [15, 23, 19], [17, 15, 19], [17, 23, 17]]","[{24, 17, 31}, {24}, {31}, {16, 24, 31}, {31}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(9), np.int64(11), np.int64(45), np.int64(14), np.int64(20), np.int64(21), np.int64(23)}), frozenset({32, 34, 36, 9, 11, 45, 20, 21, 23}), frozenset({32, 34, 37, 9, 11, 45, 20, 21, 23}), frozenset({32, 35, 37, 9, 11, 45, 20, 21, 23}), frozenset({32, 37, 9, 11, 45, 20, 21, 23, 29})]",5,"[[np.int64(14), 36], [36, 37], [34, 35], [35, 29]]","[[21, 19, 15], [17, 19, 25], [19, 19, 15], [19, 17, 25], [19, 21, 15]]","[{35}, {13}, {35, 36, 13}, {13}, {36}]"
"[frozenset({np.int64(39), np.int64(7), np.int64(42), np.int64(13), np.int64(18), np.int64(22), np.int64(23), np.int64(26), np.int64(30)}), frozenset({39, 7, 42, 13, 18, 20, 22, 23, 30}), frozenset({7, 39, 42, 18, 20, 22, 23, 26, 30}), frozenset({39, 7, 10, 42, 18, 20, 22, 23, 30})]",4,"[[np.int64(26), 20], [13, 26], [26, 10]]","[[23, 17, 17], [15, 21, 17], [23, 17, 17], [15, 19, 17]]","[{29}, {31}, {29}, {17, 29, 31}]"
"[frozenset({np.int64(35), np.int64(37), np.int64(9), np.int64(11), np.int64(45), np.int64(20), np.int64(21), np.int64(27), np.int64(28)}), frozenset({34, 37, 9, 11, 45, 20, 21, 27, 28}), frozenset({34, 36, 9, 11, 45, 20, 21, 27, 28}), frozenset({34, 9, 11, 45, 20, 21, 27, 28, 31})]",4,"[[np.int64(35), 34], [37, 36], [36, 31]]","[[19, 17, 25], [19, 19, 15], [17, 19, 25], [21, 19, 15]]","[{13}, {35, 36, 13}, {13}, {35}]"
"[frozenset({np.int64(7), np.int64(40), np.int64(42), np.int64(10), np.int64(44), np.int64(18), np.int64(20), np.int64(23), np.int64(30)}), frozenset({7, 42, 10, 44, 18, 20, 23, 26, 30}), frozenset({37, 7, 10, 42, 44, 18, 20, 23, 30}), frozenset({37, 7, 42, 44, 17, 18, 20, 23, 30}), frozenset({37, 7, 42, 44, 18, 20, 23, 24, 30})]",5,"[[np.int64(40), 26], [26, 37], [10, 17], [17, 24]]","[[15, 19, 21], [25, 19, 17], [15, 19, 19], [25, 17, 19], [15, 21, 19]]","[{17}, {29}, {17, 26, 29}, {29}, {26}]"
"[frozenset({np.int64(39), np.int64(10), np.int64(42), np.int64(13), np.int64(14), np.int64(18), np.int64(19), np.int64(25), np.int64(30)}), frozenset({36, 39, 42, 10, 14, 18, 19, 25, 30}), frozenset({36, 39, 9, 10, 42, 18, 19, 25, 30}), frozenset({39, 9, 42, 10, 18, 19, 25, 26, 30})]",4,"[[np.int64(13), 36], [14, 9], [36, 26]]","[[21, 15, 17], [17, 15, 19], [15, 17, 19], [23, 17, 17]]","[{29}, {16}, {17}, {29}]"
"[frozenset({np.int64(34), np.int64(8), np.int64(44), np.int64(12), np.int64(46), np.int64(21), np.int64(22), np.int64(27), np.int64(30)}), frozenset({34, 8, 44, 12, 46, 16, 21, 27, 30}), frozenset({34, 8, 12, 44, 46, 21, 27, 29, 30}), frozenset({34, 8, 44, 12, 46, 16, 21, 27, 29})]",4,"[[np.int64(22), 16], [16, 29], [30, 16]]","[[21, 15, 19], [17, 25, 19], [17, 15, 21], [17, 23, 17]]","[{24}, {31}, {13}, {31}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(7), np.int64(10), np.int64(45), np.int64(18), np.int64(21), np.int64(23), np.int64(25)}), frozenset({34, 36, 37, 7, 10, 45, 18, 23, 25}), frozenset({32, 34, 37, 7, 10, 45, 18, 23, 25}), frozenset({34, 37, 7, 41, 10, 45, 18, 23, 25})]",4,"[[np.int64(21), 36], [36, 32], [32, 41]]","[[21, 19, 15], [15, 19, 21], [17, 19, 15], [15, 19, 17]]","[{35}, {17}, {17, 35, 36}, {17, 26, 35}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(44), np.int64(46), np.int64(14), np.int64(20), np.int64(25), np.int64(28), np.int64(30)}), frozenset({37, 7, 44, 46, 15, 14, 20, 25, 28}), frozenset({37, 7, 44, 14, 46, 20, 21, 25, 28}), frozenset({35, 37, 7, 44, 14, 46, 20, 25, 28})]",4,"[[np.int64(30), 15], [15, 21], [21, 35]]","[[15, 17, 19], [15, 19, 17], [23, 17, 17], [15, 17, 21]]","[{26, 29, 13}, {26}, {29}, {13}]"
